Plant Type,pop.id,mf,rep,rack,unique.ID,bed,block,row,column
Main_Parent,TM2-1,1,1,1,1,E,E2,45,C
Main_Parent,TM2-1,1,2,1,2,D,D1,14,A
Main_Parent,TM2-1,1,3,1,3,A,A2,35,D
Main_Parent,TM2-1,1,4,1,4,C,C2,35,A
Main_Parent,TM2-1,1,5,1,5,F,F1,2,D
Main_Parent,TM2-1,1,6,1,6,A,A1,8,C
Main_Parent,TM2-1,1,7,1,7,B,B1,22,B
Main_Parent,TM2-1,1,8,1,8,B,B2,42,D
Main_Parent,TM2-1,1,10,1,10,E,E1,10,C
Main_Parent,TM2-1,1,11,1,11,C,C1,6,A
Main_Parent,TM2-1,1,12,1,12,D,D2,45,C
Main_Parent,TM2-1,1,14,1,14,F,F2,42,D
Main_Parent,TM2-2,2,1,1,15,E,E2,43,D
Main_Parent,TM2-2,2,2,1,16,D,D1,18,A
Main_Parent,TM2-2,2,3,1,17,A,A2,28,D
Main_Parent,TM2-2,2,4,1,18,C,C2,38,D
Main_Parent,TM2-2,2,5,1,19,F,F1,22,D
Main_Parent,TM2-2,2,6,1,20,A,A1,18,C
Main_Parent,TM2-2,2,7,1,21,B,B1,6,C
Main_Parent,TM2-2,2,8,1,22,B,B2,32,D
Main_Parent,TM2-2,2,9,1,23,E,E1,19,A
Main_Parent,TM2-2,2,10,1,24,C,C1,16,C
Main_Parent,TM2-2,2,11,1,25,D,D2,30,B
Main_Parent,TM2-2,2,12,1,26,F,F2,26,A
Main_Parent,TM2-2,2,13,1,27,E,E2,41,B
Main_Parent,TM2-2,2,14,1,28,D,D1,16,B
Main_Parent,TM2-3,3,1,1,29,A,A2,37,D
Main_Parent,TM2-3,3,2,1,30,C,C2,25,C
Main_Parent,TM2-3,3,3,1,31,F,F1,5,D
Main_Parent,TM2-3,3,4,1,32,A,A1,17,B
Main_Parent,TM2-3,3,5,1,33,B,B1,9,A
Main_Parent,TM2-3,3,6,1,34,B,B2,35,A
Main_Parent,TM2-3,3,8,1,36,E,E1,11,C
Main_Parent,TM2-3,3,10,1,38,C,C1,22,A
Main_Parent,TM2-2,2,15,1,39,D,D2,39,C
Main_Parent,TM2-2,2,16,1,40,F,F2,25,A
Main_Parent,TM2-2,2,17,1,41,E,E2,29,C
Main_Parent,TM2-4,4,2,1,44,D,D1,4,D
Main_Parent,TM2-4,4,3,1,45,A,A2,36,D
Main_Parent,TM2-4,4,4,1,46,C,C2,45,B
Main_Parent,TM2-4,4,5,1,47,F,F1,20,C
Main_Parent,TM2-4,4,6,1,48,A,A1,19,C
Main_Parent,TM2-4,4,7,1,49,B,B1,19,B
Main_Parent,TM2-4,4,8,1,50,B,B2,25,A
Main_Parent,TM2-4,4,9,1,51,E,E1,19,D
Main_Parent,TM2-4,4,11,1,53,C,C1,8,B
Main_Parent,TM2-4,4,12,1,54,D,D2,38,A
Main_Parent,TM2-4,4,13,1,55,F,F2,34,B
Main_Parent,TM2-5,5,1,1,57,E,E2,43,A
Main_Parent,TM2-5,5,2,1,58,D,D1,13,A
Main_Parent,TM2-5,5,3,1,59,A,A2,44,B
Main_Parent,TM2-5,5,4,1,60,C,C2,40,B
Main_Parent,TM2-5,5,5,1,61,F,F1,21,C
Main_Parent,TM2-5,5,6,1,62,A,A1,5,D
Main_Parent,TM2-5,5,7,1,63,B,B1,21,D
Main_Parent,TM2-5,5,8,1,64,B,B2,29,D
Main_Parent,TM2-5,5,9,1,65,E,E1,7,B
Main_Parent,TM2-5,5,10,1,66,C,C1,2,C
Main_Parent,TM2-5,5,11,1,67,D,D2,42,A
Main_Parent,TM2-5,5,12,1,68,F,F2,26,B
Main_Parent,TM2-6,6,1,1,71,E,E2,24,B
Main_Parent,TM2-6,6,4,1,74,D,D1,11,C
Main_Parent,TM2-6,6,5,1,75,A,A2,29,D
Main_Parent,TM2-6,6,6,1,76,C,C2,40,A
Main_Parent,TM2-6,6,7,1,77,F,F1,11,C
Main_Parent,TM2-6,6,8,1,78,A,A1,18,B
Main_Parent,TM2-6,6,9,1,79,B,B1,2,D
Main_Parent,TM2-6,6,10,1,80,B,B2,26,B
Main_Parent,TM2-6,6,11,1,81,E,E1,11,B
Main_Parent,TM2-6,6,12,1,82,C,C1,4,C
Main_Parent,TM2-7,7,1,1,85,D,D2,30,D
Main_Parent,TM2-7,7,2,1,86,F,F2,33,D
Main_Parent,TM2-7,7,3,1,87,E,E2,44,A
Main_Parent,TM2-7,7,4,1,88,D,D1,21,C
Main_Parent,TM2-7,7,5,1,89,A,A2,25,B
Main_Parent,TM2-7,7,6,1,90,C,C2,42,A
Main_Parent,TM2-7,7,9,1,93,F,F1,6,D
Main_Parent,TM2-7,7,11,1,95,A,A1,16,A
Main_Parent,TM2-7,7,12,1,96,B,B1,16,A
Main_Parent,TM2-7,7,13,1,97,B,B2,38,C
Main_Parent,TM2-7,7,14,1,98,E,E1,14,C
Main_Parent,WL2-1,1,1,2,99,C,C1,5,D
Main_Parent,WL2-1,1,2,2,100,D,D2,30,C
Main_Parent,WL2-1,1,3,2,101,F,F2,27,A
Main_Parent,WL2-1,1,4,2,102,E,E2,31,B
Main_Parent,WL2-1,1,5,2,103,D,D1,20,B
Main_Parent,WL2-1,1,6,2,104,A,A2,37,C
Main_Parent,WL2-1,1,7,2,105,C,C2,32,A
Main_Parent,WL2-1,1,8,2,106,F,F1,21,B
Main_Parent,WL2-1,1,9,2,107,A,A1,4,A
Main_Parent,WL2-1,1,10,2,108,B,B1,11,C
Main_Parent,WL2-1,1,11,2,109,B,B2,44,C
Main_Parent,WL2-1,1,12,2,110,E,E1,10,B
Main_Parent,WL2-1,1,13,2,111,C,C1,5,B
Main_Parent,WL2-1,1,14,2,112,D,D2,32,A
Main_Parent,WL2-3,3,1,2,113,F,F2,32,D
Main_Parent,WL2-3,3,2,2,114,E,E2,43,B
Main_Parent,WL2-3,3,3,2,115,D,D1,2,C
Main_Parent,WL2-3,3,4,2,116,A,A2,30,C
Main_Parent,WL2-3,3,5,2,117,C,C2,40,C
Main_Parent,WL2-3,3,6,2,118,F,F1,15,C
Main_Parent,WL2-3,3,7,2,119,A,A1,7,B
Main_Parent,WL2-3,3,8,2,120,B,B1,12,D
Main_Parent,WL2-3,3,9,2,121,B,B2,41,C
Main_Parent,WL2-3,3,10,2,122,E,E1,8,C
Main_Parent,WL2-3,3,11,2,123,C,C1,17,C
Main_Parent,WL2-3,3,12,2,124,D,D2,38,C
Main_Parent,WL2-3,3,13,2,125,F,F2,33,B
Main_Parent,WL2-3,3,14,2,126,E,E2,38,D
Main_Parent,WL2-8,8,1,2,127,D,D1,9,B
Main_Parent,WL2-8,8,2,2,128,A,A2,45,D
Main_Parent,WL2-8,8,3,2,129,C,C2,30,B
Main_Parent,WL2-8,8,4,2,130,F,F1,6,A
Main_Parent,WL2-8,8,5,2,131,A,A1,10,A
Main_Parent,WL2-8,8,6,2,132,B,B1,2,B
Main_Parent,WL2-8,8,7,2,133,B,B2,35,D
Main_Parent,WL2-8,8,8,2,134,E,E1,3,A
Main_Parent,WL2-8,8,9,2,135,C,C1,18,D
Main_Parent,WL2-8,8,10,2,136,D,D2,44,B
Main_Parent,WL2-8,8,11,2,137,F,F2,33,A
Main_Parent,WL2-8,8,12,2,138,E,E2,38,A
Main_Parent,WL2-8,8,13,2,139,D,D1,10,B
Main_Parent,WL2-8,8,14,2,140,A,A2,44,A
Main_Parent,WL2-9,9,1,2,141,C,C2,34,C
Main_Parent,WL2-9,9,2,2,142,F,F1,8,A
Main_Parent,WL2-9,9,3,2,143,A,A1,7,C
Main_Parent,WL2-9,9,4,2,144,B,B1,9,D
Main_Parent,WL2-9,9,5,2,145,B,B2,41,B
Main_Parent,WL2-9,9,6,2,146,E,E1,16,D
Main_Parent,WL2-9,9,7,2,147,C,C1,16,D
Main_Parent,WL2-9,9,8,2,148,D,D2,32,D
Main_Parent,WL2-9,9,9,2,149,F,F2,44,B
Main_Parent,WL2-9,9,10,2,150,E,E2,29,B
Main_Parent,WL2-9,9,11,2,151,D,D1,15,A
Main_Parent,WL2-9,9,12,2,152,A,A2,27,B
Main_Parent,WL2-9,9,13,2,153,C,C2,43,A
Main_Parent,WL2-9,9,14,2,154,F,F1,19,B
Main_Parent,WL2-10,10,1,2,155,A,A1,15,D
Main_Parent,WL2-10,10,2,2,156,B,B1,8,D
Main_Parent,WL2-10,10,3,2,157,B,B2,30,A
Main_Parent,WL2-10,10,4,2,158,E,E1,5,B
Main_Parent,WL2-10,10,5,2,159,C,C1,19,C
Main_Parent,WL2-10,10,6,2,160,D,D2,34,A
Main_Parent,WL2-10,10,7,2,161,F,F2,39,D
Main_Parent,WL2-10,10,8,2,162,E,E2,28,C
Main_Parent,WL2-10,10,9,2,163,D,D1,15,C
Main_Parent,WL2-10,10,10,2,164,A,A2,33,C
Main_Parent,WL2-10,10,11,2,165,C,C2,42,B
Main_Parent,WL2-10,10,12,2,166,F,F1,16,A
Main_Parent,WL2-10,10,13,2,167,A,A1,19,A
Main_Parent,WL2-10,10,14,2,168,B,B1,17,B
Main_Parent,WL2-11,11,1,2,169,B,B2,25,D
Main_Parent,WL2-11,11,2,2,170,E,E1,21,B
Main_Parent,WL2-11,11,3,2,171,C,C1,3,C
Main_Parent,WL2-11,11,4,2,172,D,D2,36,C
Main_Parent,WL2-11,11,5,2,173,F,F2,43,B
Main_Parent,WL2-11,11,6,2,174,E,E2,35,A
Main_Parent,WL2-11,11,7,2,175,D,D1,22,C
Main_Parent,WL2-11,11,8,2,176,A,A2,41,B
Main_Parent,WL2-11,11,9,2,177,C,C2,33,B
Main_Parent,WL2-11,11,10,2,178,F,F1,9,B
Main_Parent,WL2-11,11,11,2,179,A,A1,3,C
Main_Parent,WL2-11,11,12,2,180,B,B1,6,A
Main_Parent,WL2-11,11,13,2,181,B,B2,42,C
Main_Parent,WL2-11,11,14,2,182,E,E1,7,A
Main_Parent,WL2-12,12,1,2,183,C,C1,21,C
Main_Parent,WL2-12,12,2,2,184,D,D2,41,D
Main_Parent,WL2-12,12,3,2,185,F,F2,32,B
Main_Parent,WL2-12,12,4,2,186,E,E2,41,A
Main_Parent,WL2-12,12,5,2,187,D,D1,22,B
Main_Parent,WL2-12,12,6,2,188,A,A2,42,D
Main_Parent,WL2-12,12,7,2,189,C,C2,24,A
Main_Parent,WL2-12,12,8,2,190,F,F1,8,B
Main_Parent,WL2-12,12,9,2,191,A,A1,11,B
Main_Parent,WL2-12,12,10,2,192,B,B1,10,A
Main_Parent,WL2-12,12,11,2,193,B,B2,39,C
Main_Parent,WL2-12,12,12,2,194,E,E1,18,C
Main_Parent,WL2-12,12,13,2,195,C,C1,4,B
Main_Parent,WL2-12,12,14,2,196,D,D2,32,C
Other_Parent,BH,1,1,3,197,F,F2,45,A
Other_Parent,BH,1,2,3,198,E,E2,30,B
Other_Parent,BH,1,3,3,199,D,D1,20,D
Other_Parent,BH,2,1,3,200,A,A2,31,C
Other_Parent,BH,2,2,3,201,C,C2,45,C
Other_Parent,BH,2,3,3,202,F,F1,18,A
Other_Parent,BH,3,1,3,203,A,A1,17,C
Other_Parent,BH,3,2,3,204,B,B1,13,B
Other_Parent,BH,3,3,3,205,B,B2,27,D
Other_Parent,BH,4,1,3,206,E,E1,21,A
Other_Parent,BH,4,2,3,207,C,C1,21,B
Other_Parent,BH,4,3,3,208,D,D2,27,A
Other_Parent,BH,5,1,3,209,F,F2,29,D
Other_Parent,BH,5,2,3,210,E,E2,34,B
Other_Parent,BH,5,3,3,211,D,D1,6,C
Other_Parent,BH,6,1,3,212,A,A2,45,A
Other_Parent,BH,6,2,3,213,C,C2,34,B
Other_Parent,BH,6,3,3,214,F,F1,7,B
Other_Parent,BH,7,1,3,215,A,A1,6,C
Other_Parent,BH,7,2,3,216,B,B1,16,B
Other_Parent,BH,7,3,3,217,B,B2,28,C
Other_Parent,DPR,1,1,3,218,E,E1,7,C
Other_Parent,DPR,1,2,3,219,C,C1,22,B
Other_Parent,DPR,1,3,3,220,D,D2,26,B
Other_Parent,DPR,2,1,3,221,F,F2,44,A
Other_Parent,DPR,2,2,3,222,E,E2,35,D
